COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED,datetime
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/26 3:51,17344,15.28865218,0.0008562,97.4459,344.968,198.7026,161.3901,0,999,4914,0.0017482,0.00049273,0,4505675,0 NINJASAT,1 58341U 23174CP  24270.16082196  .00049273  00000-0  17482-2 0  9995,2 58341  97.4459 344.9680 0008562 198.7026 161.3901 15.28865218 49144,2023-174CP,58341,6857.34,94.188,485.077,473.334,0,51:35.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/27 3:25,77216,15.28950189,0.0008603,97.4461,345.9501,195.0422,165.0563,0,999,4929,0.0015651,0.0004419,0,4506675,0 NINJASAT,1 58341U 23174CP  24271.14254719  .00044190  00000-0  15651-2 0  9995,2 58341  97.4461 345.9501 0008603 195.0422 165.0563 15.28950189 49299,2023-174CP,58341,6857.086,94.182,484.85,473.052,0,25:16.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/28 2:58,458528,15.29032801,0.0008669,97.4462,346.9322,191.7103,168.3937,0,999,4944,0.0014898,0.00042156,0,4507683,0 NINJASAT,1 58341U 23174CP  24272.12421827  .00042156  00000-0  14898-2 0  9992,2 58341  97.4462 346.9322 0008669 191.7103 168.3937 15.29032801 49444,2023-174CP,58341,6856.839,94.177,484.649,472.76,0,58:52.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/29 4:06,43360,15.29128203,0.0008692,97.4463,347.9799,188.6727,171.4364,0,999,4960,0.0016308,0.00046314,0,4508720,0 NINJASAT,1 58341U 23174CP  24273.17127365  .00046314  00000-0  16308-2 0  9996,2 58341  97.4463 347.9799 0008692 188.6727 171.4364 15.29128203 49606,2023-174CP,58341,6856.554,94.171,484.379,472.459,0,06:38.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/9/30 3:40,846720,15.29236633,0.0008746,97.4465,348.962,185.1747,174.9404,0,999,4975,0.0017238,0.00049141,0,4509703,0 NINJASAT,1 58341U 23174CP  24274.15282230  .00049141  00000-0  17238-2 0  9992,2 58341  97.4465 348.9620 0008746 185.1747 174.9404 15.29236633 49752,2023-174CP,58341,6856.23,94.165,484.091,472.099,0,40:03.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/1 4:47,778272,15.29352493,0.0008757,97.4463,350.0101,181.6128,178.5085,0,999,4991,0.0018798,0.00053819,0,4510715,0 NINJASAT,1 58341U 23174CP  24275.19973123  .00053819  00000-0  18798-2 0  9994,2 58341  97.4463 350.0101 0008757 181.6128 178.5085 15.29352493 49910,2023-174CP,58341,6855.884,94.157,483.752,471.745,0,47:36.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/2 4:20,503776,15.29453546,0.0008811,97.4458,350.9926,179.0698,181.056,0,999,5006,0.001902,0.00054631,0,4511676,0 NINJASAT,1 58341U 23174CP  24276.18114009  .00054631  00000-0  19020-2 0  9996,2 58341  97.4458 350.9926 0008811 179.0698 181.0560 15.29453546 50068,2023-174CP,58341,6855.582,94.151,483.487,471.406,0,20:50.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/3 3:53,399008,15.29570594,0.0008791,97.4457,351.9752,175.8432,184.2883,0,999,5021,0.0029376,0.00085062,0,4512704,0 NINJASAT,1 58341U 23174CP  24277.16248147  .00085062  00000-0  29376-2 0  9993,2 58341  97.4457 351.9752 0008791 175.8432 184.2883 15.29570594 50215,2023-174CP,58341,6855.232,94.144,483.123,471.071,0,53:58.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/4 3:26,959392,15.29685383,0.0008808,97.4454,352.9577,172.0238,188.1144,0,999,5036,0.0025396,0.00073677,0,4513728,0 NINJASAT,1 58341U 23174CP  24278.14374953  .00073677  00000-0  25396-2 0  9994,2 58341  97.4454 352.9577 0008808 172.0238 188.1144 15.29685383 50362,2023-174CP,58341,6854.889,94.137,482.792,470.716,0,27:00.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/5 4:34,830464,15.29822222,0.0008796,97.4448,354.006,168.8715,191.2722,0,999,5052,0.0024192,0.00070445,0,4514571,0 NINJASAT,1 58341U 23174CP  24279.19034526  .00070445  00000-0  24192-2 0  9992,2 58341  97.4448 354.0060 0008796 168.8715 191.2722 15.29822222 50524,2023-174CP,58341,6854.48,94.129,482.374,470.316,0,34:05.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/6 4:06,25984,15.29938378,0.000874,97.4444,354.9888,166.2517,193.8963,0,999,5067,0.0019854,0.0005791,0,4515653,0 NINJASAT,1 58341U 23174CP  24280.17144706  .00057910  00000-0  19854-2 0  9995,2 58341  97.4444 354.9888 0008740 166.2517 193.8963 15.29938378 50679,2023-174CP,58341,6854.133,94.121,481.989,470.008,0,06:53.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/7 3:39,808896,15.30063256,0.0008699,97.4442,355.9713,162.5382,197.6159,0,999,5082,0.0024449,0.00071735,0,4516741,0 NINJASAT,1 58341U 23174CP  24281.15247464  .00071735  00000-0  24449-2 0  9996,2 58341  97.4442 355.9713 0008699 162.5382 197.6159 15.30063256 50829,2023-174CP,58341,6853.76,94.114,481.587,469.663,0,39:33.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/8 4:46,863456,15.30253009,0.0008732,97.4437,357.0195,158.983,201.1771,0,999,5098,0.0064166,0.00192544,0,4517810,0 NINJASAT,1 58341U 23174CP  24282.19880629  .00192544  00000-0  64166-2 0  9999,2 58341  97.4437 357.0195 0008732 158.9830 201.1771 15.30253009 50980,2023-174CP,58341,6853.194,94.102,481.043,469.075,0,46:16.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/9 4:18,195808,15.30354222,0.0008723,97.4436,358.0026,156.4833,203.6808,0,999,5113,0.002532,0.00074995,0,4519162,0 NINJASAT,1 58341U 23174CP  24283.17964347  .00074995  00000-0  25320-2 0  9996,2 58341  97.4436 358.0026 0008723 156.4833 203.6808 15.30354222 51134,2023-174CP,58341,6852.892,94.096,480.734,468.779,0,18:41.2
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/10 3:50,609760,15.30449039,0.0008737,97.4436,358.9854,153.1059,207.0636,0,999,5128,0.0019306,0.00057197,0,4520173,0 NINJASAT,1 58341U 23174CP  24284.16041215  .00057197  00000-0  19306-2 0  9998,2 58341  97.4436 358.9854 0008737 153.1059 207.0636 15.30449039 51285,2023-174CP,58341,6852.609,94.09,480.461,468.486,0,50:59.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/11 4:57,875968,15.30647195,0.0008721,97.4437,0.0338,149.3876,210.7875,0,999,5144,0.0081232,0.00248591,0,4521231,0 NINJASAT,1 58341U 23174CP  24285.20649162  .00248591  00000-0  81232-2 0  9996,2 58341  97.4437   0.0338 0008721 149.3876 210.7875 15.30647195 51442,2023-174CP,58341,6852.017,94.078,479.858,467.907,0,57:20.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/12 4:29,490816,15.30737049,0.0008787,97.4438,1.0171,146.8187,213.3606,0,999,5159,0.0017142,0.00051192,0,4522635,0 NINJASAT,1 58341U 23174CP  24286.18707744  .00051192  00000-0  17142-2 0  9993,2 58341  97.4438   1.0171 0008787 146.8187 213.3606 15.30737049 51593,2023-174CP,58341,6851.749,94.072,479.635,467.593,0,29:23.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/13 11:51,912352,15.30831104,0.0008749,97.4442,2.3285,142.333,217.8525,0,999,5179,0.0013531,0.00040452,0,4523218,0 NINJASAT,1 58341U 23174CP  24287.49444343  .00040452  00000-0  13531-2 0  9996,2 58341  97.4442   2.3285 0008749 142.3330 217.8525 15.30831104 51795,2023-174CP,58341,6851.468,94.067,479.328,467.339,0,51:59.9
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/14 3:33,493536,15.30879115,0.0008737,97.4443,2.9842,139.9558,220.2329,0,999,5189,0.0013548,0.00040564,0,4524162,0 NINJASAT,1 58341U 23174CP  24288.14809599  .00040564  00000-0  13548-2 0  9999,2 58341  97.4443   2.9842 0008737 139.9558 220.2329 15.30879115 51897,2023-174CP,58341,6851.325,94.064,479.176,467.204,0,33:15.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/15 4:39,777696,15.30958812,0.0008765,97.4444,4.0334,136.5191,223.6743,0,999,5205,0.001516,0.00045542,0,4525005,0 NINJASAT,1 58341U 23174CP  24289.19389789  .00045542  00000-0  15160-2 0  9992,2 58341  97.4444   4.0334 0008765 136.5191 223.6743 15.30958812 52052,2023-174CP,58341,6851.087,94.059,478.957,466.947,0,39:12.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/16 4:10,260288,15.31035992,0.0008737,97.4444,5.017,133.6503,226.5464,0,999,5220,0.0013947,0.00041972,0,4525928,0 NINJASAT,1 58341U 23174CP  24290.17428542  .00041972  00000-0  13947-2 0  9997,2 58341  97.4444   5.0170 0008737 133.6503 226.5464 15.31035992 52200,2023-174CP,58341,6850.857,94.054,478.708,466.736,0,10:58.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/17 3:42,138624,15.3112208,0.0008758,97.4442,6.0008,130.5718,229.6287,0,999,5235,0.001504,0.00045409,0,4526791,0 NINJASAT,1 58341U 23174CP  24291.15461966  .00045409  00000-0  15040-2 0  9998,2 58341  97.4442   6.0008 0008758 130.5718 229.6287 15.31122080 52354,2023-174CP,58341,6850.6,94.049,478.465,466.466,0,42:39.1
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/18 4:48,768480,15.31207328,0.0008778,97.4437,7.0503,126.9533,233.2513,0,999,5251,0.0014781,0.0004474,0,4527671,0 NINJASAT,1 58341U 23174CP  24292.20025195  .00044740  00000-0  14781-2 0  9993,2 58341  97.4437   7.0503 0008778 126.9533 233.2513 15.31207328 52515,2023-174CP,58341,6850.346,94.043,478.224,466.198,0,48:21.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/19 4:19,543712,15.31298608,0.0008721,97.4431,8.0337,123.9446,236.2626,0,999,5266,0.0020713,0.00063055,0,4528420,0 NINJASAT,1 58341U 23174CP  24293.18048083  .00063055  00000-0  20713-2 0  9994,2 58341  97.4431   8.0337 0008721 123.9446 236.2626 15.31298608 52668,2023-174CP,58341,6850.074,94.038,477.913,465.965,0,19:53.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/20 3:51,337120,15.31399072,0.0008741,97.4428,9.0176,120.9212,239.2889,0,999,5281,0.0024642,0.00075387,0,4529397,0 NINJASAT,1 58341U 23174CP  24294.16065205  .00075387  00000-0  24642-2 0  9994,2 58341  97.4428   9.0176 0008741 120.9212 239.2889 15.31399072 52814,2023-174CP,58341,6849.774,94.032,477.627,465.652,0,51:20.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/21 4:56,758848,15.31460283,0.0008789,97.4424,10.0668,117.6345,242.5789,0,999,5297,0.001278,0.00038948,0,4530004,0 NINJASAT,1 58341U 23174CP  24295.20610832  .00038948  00000-0  12780-2 0  9994,2 58341  97.4424  10.0668 0008789 117.6345 242.5789 15.31460283 52976,2023-174CP,58341,6849.592,94.028,477.477,465.437,0,56:47.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/22 4:28,519136,15.31532996,0.0008721,97.442,11.0503,114.3921,245.8231,0,999,5312,0.0012334,0.00037664,0,4531413,0 NINJASAT,1 58341U 23174CP  24296.18617499  .00037664  00000-0  12334-2 0  9997,2 58341  97.4420  11.0503 0008721 114.3921 245.8231 15.31532996 53128,2023-174CP,58341,6849.375,94.023,477.213,465.267,0,28:05.5
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/23 8:41,713152,15.31641268,0.0008699,97.4422,12.2307,110.8075,249.4099,0,999,5330,0.0014104,0.00043257,0,4532037,0 NINJASAT,1 58341U 23174CP  24297.36218418  .00043257  00000-0  14104-2 0  9998,2 58341  97.4422  12.2307 0008699 110.8075 249.4099 15.31641268 53305,2023-174CP,58341,6849.052,94.017,476.875,464.959,0,41:32.7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/24 3:30,718912,15.31718712,0.0008681,97.4421,13.0176,108,252.2188,0,999,5342,0.0015321,0.00047134,0,4532732,0 NINJASAT,1 58341U 23174CP  24298.14614258  .00047134  00000-0  15321-2 0  9997,2 58341  97.4421  13.0176 0008681 108.0000 252.2188 15.31718712 53428,2023-174CP,58341,6848.821,94.012,476.632,464.741,0,30:26.7
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/25 10:51,22208,15.31849506,0.0008643,97.4423,14.3299,103.6442,256.5762,0,999,5362,0.0015559,0.00048068,0,4533802,0 NINJASAT,1 58341U 23174CP  24299.45265072  .00048068  00000-0  15559-2 0  9998,2 58341  97.4423  14.3299 0008643 103.6442 256.5762 15.31849506 53622,2023-174CP,58341,6848.431,94.004,476.215,464.377,0,51:49.0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/26 4:06,307968,15.31919159,0.000855,97.4423,15.0513,101.0277,259.1927,0,999,5373,0.0015594,0.00048281,0,4534538,0 NINJASAT,1 58341U 23174CP  24300.17118412  .00048281  00000-0  15594-2 0  9991,2 58341  97.4423  15.0513 0008550 101.0277 259.1927 15.31919159 53730,2023-174CP,58341,6848.224,94,475.944,464.234,0,06:30.3
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/27 3:37,377568,15.3204985,0.0008564,97.4427,16.0352,97.7339,262.4875,0,999,5388,0.0022501,0.00070187,0,4535537,0 NINJASAT,1 58341U 23174CP  24301.15094187  .00070187  00000-0  22501-2 0  9998,2 58341  97.4427  16.0352 0008564  97.7339 262.4875 15.32049850 53889,2023-174CP,58341,6847.834,93.992,475.564,463.835,0,37:21.4
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/28 4:42,596000,15.32191273,0.0008468,97.4427,17.0853,93.9786,266.2423,0,999,5404,0.0020689,0.00064766,0,4536513,0 NINJASAT,1 58341U 23174CP  24302.19592125  .00064766  00000-0  20689-2 0  9999,2 58341  97.4427  17.0853 0008468  93.9786 266.2423 15.32191273 54040,2023-174CP,58341,6847.413,93.983,475.076,463.48,0,42:07.6
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/29 4:12,202592,15.32327621,0.0008349,97.4428,18.0701,90.5614,269.6584,0,999,5419,0.0020876,0.00065636,0,4537563,0 NINJASAT,1 58341U 23174CP  24303.17550003  .00065636  00000-0  20876-2 0  9992,2 58341  97.4428  18.0701 0008349  90.5614 269.6584 15.32327621 54194,2023-174CP,58341,6847.007,93.975,474.588,463.155,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/30 3:43,228448,15.32468222,0.0008304,97.4428,19.0543,87.0744,273.1448,0,999,5434,0.002301,0.00072739,0,4538443,0 NINJASAT,1 58341U 23174CP  24304.15499107  .00072739  00000-0  23010-2 0  9993,2 58341  97.4428  19.0543 0008304  87.0744 273.1448 15.32468222 54344,2023-174CP,58341,6846.588,93.966,474.138,462.768,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/10/31 4:47,642304,15.32613685,0.0008299,97.4427,20.105,83.3926,276.8261,0,999,5450,0.0019652,0.0006231,0,4539403,0 NINJASAT,1 58341U 23174CP  24305.19968336  .00062310  00000-0  19652-2 0  9994,2 58341  97.4427  20.1050 0008299  83.3926 276.8261 15.32613685 54509,2023-174CP,58341,6846.155,93.957,473.701,462.338,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/1 4:17,109248,15.32749033,0.0008165,97.4421,21.0895,79.9144,280.3019,0,999,5465,0.002353,0.00075061,0,4540431,0 NINJASAT,1 58341U 23174CP  24306.17899432  .00075061  00000-0  23530-2 0  9990,2 58341  97.4421  21.0895 0008165  79.9144 280.3019 15.32749033 54659,2023-174CP,58341,6845.752,93.949,473.206,462.027,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/2 3:47,51616,15.32879762,0.0008149,97.442,22.0744,76.732,283.4831,0,999,5480,0.0018765,0.00059971,0,4541252,0 NINJASAT,1 58341U 23174CP  24307.15821819  .00059971  00000-0  18765-2 0  9999,2 58341  97.4420  22.0744 0008149  76.7320 283.4831 15.32879762 54801,2023-174CP,58341,6845.362,93.941,472.806,461.649,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/3 4:51,844064,15.33044668,0.0008165,97.4418,23.1255,73.0552,287.1584,0,999,5496,0.0023043,0.00074181,0,4542129,0 NINJASAT,1 58341U 23174CP  24308.20262551  .00074181  00000-0  23043-2 0  9993,2 58341  97.4418  23.1255 0008165  73.0552 287.1584 15.33044668 54965,2023-174CP,58341,6844.872,93.931,472.325,461.148,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/4 5:55,417632,15.33192552,0.000804,97.4413,24.1763,68.7429,291.4671,0,999,5512,0.0024374,0.00078882,0,4543340,0 NINJASAT,1 58341U 23174CP  24309.24692613  .00078882  00000-0  24374-2 0  9994,2 58341  97.4413  24.1763 0008040  68.7429 291.4671 15.33192552 55121,2023-174CP,58341,6844.431,93.922,471.799,460.793,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/5 3:51,512192,15.33310944,0.0007988,97.441,25.0954,66.0419,294.1659,0,999,5526,0.0017635,0.00057099,0,4544139,0 NINJASAT,1 58341U 23174CP  24310.16060778  .00057099  00000-0  17635-2 0  9997,2 58341  97.4410  25.0954 0007988  66.0419 294.1659 15.33310944 55268,2023-174CP,58341,6844.079,93.914,471.411,460.477,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/6 3:20,513856,15.33439901,0.0007997,97.4406,26.0805,62.814,297.3917,0,999,5541,0.001666,0.00054136,0,4545219,0 NINJASAT,1 58341U 23174CP  24311.13947354  .00054136  00000-0  16660-2 0  9995,2 58341  97.4406  26.0805 0007997  62.8140 297.3917 15.33439901 55418,2023-174CP,58341,6843.695,93.907,471.033,460.087,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/7 4:24,479488,15.33586363,0.0007915,97.4402,27.1312,58.7927,301.409,0,999,5557,0.0019093,0.00062406,0,4546356,0 NINJASAT,1 58341U 23174CP  24312.18350092  .00062406  00000-0  19093-2 0  9990,2 58341  97.4402  27.1312 0007915  58.7927 301.4090 15.33586363 55577,2023-174CP,58341,6843.26,93.898,470.541,459.708,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/8 3:53,406080,15.33712781,0.0007884,97.4403,28.1162,54.9077,305.2903,0,999,5572,0.0019427,0.00063764,0,4547168,0 NINJASAT,1 58341U 23174CP  24313.16219220  .00063764  00000-0  19427-2 0  9995,2 58341  97.4403  28.1162 0007884  54.9077 305.2903 15.33712781 55728,2023-174CP,58341,6842.884,93.89,470.143,459.354,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/9 3:22,169248,15.33856218,0.0007918,97.4404,29.1018,51.8612,308.3343,0,999,5587,0.0024414,0.00080695,0,4548121,0 NINJASAT,1 58341U 23174CP  24314.14080057  .00080695  00000-0  24414-2 0  9992,2 58341  97.4404  29.1018 0007918  51.8612 308.3343 15.33856218 55871,2023-174CP,58341,6842.457,93.881,469.74,458.904,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/10 4:25,493952,15.34044422,0.0007832,97.4405,30.1531,47.4704,312.7199,0,999,5603,0.0026464,0.00088081,0,4549296,0 NINJASAT,1 58341U 23174CP  24315.18453118  .00088081  00000-0  26464-2 0  9993,2 58341  97.4405  30.1531 0007832  47.4704 312.7199 15.34044422 56036,2023-174CP,58341,6841.897,93.87,469.121,458.404,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/11 3:54,922176,15.34179108,0.0007834,97.4408,31.1391,43.2817,316.904,0,999,5618,0.0022131,0.00073822,0,4550312,0 NINJASAT,1 58341U 23174CP  24316.16292734  .00073822  00000-0  22131-2 0  9991,2 58341  97.4408  31.1391 0007834  43.2817 316.9040 15.34179108 56182,2023-174CP,58341,6841.497,93.861,468.721,458.002,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/12 3:23,146016,15.34273578,0.0007841,97.4412,32.125,40.2849,319.8974,0,999,5633,0.001512,0.00050407,0,4551203,0 NINJASAT,1 58341U 23174CP  24317.14125169  .00050407  00000-0  15120-2 0  9991,2 58341  97.4412  32.1250 0007841  40.2849 319.8974 15.34273578 56333,2023-174CP,58341,6841.216,93.855,468.445,457.717,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/13 4:26,193856,15.34358302,0.0007855,97.4412,33.1769,36.2149,323.9625,0,999,5649,0.0012736,0.00042517,0,4552252,0 NINJASAT,1 58341U 23174CP  24318.18473604  .00042517  00000-0  12736-2 0  9999,2 58341  97.4412  33.1769 0007855  36.2149 323.9625 15.34358302 56497,2023-174CP,58341,6840.964,93.85,468.203,457.456,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/14 8:36,834720,15.34452478,0.0007786,97.4415,34.3607,32.4115,327.7605,0,999,5667,0.0011692,0.00039124,0,4553486,0 NINJASAT,1 58341U 23174CP  24319.35858605  .00039124  00000-0  11692-2 0  9997,2 58341  97.4415  34.3607 0007786  32.4115 327.7605 15.34452478 56677,2023-174CP,58341,6840.684,93.845,467.875,457.223,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/15 3:23,145920,15.34519075,0.0007771,97.4412,35.1496,30.1221,330.0467,0,999,5679,0.0013211,0.0004434,0,4554080,0 NINJASAT,1 58341U 23174CP  24320.14111280  .00044340  00000-0  13211-2 0  9992,2 58341  97.4412  35.1496 0007771  30.1221 330.0467 15.34519075 56799,2023-174CP,58341,6840.486,93.84,467.667,457.036,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/16 4:25,529952,15.34615688,0.0007693,97.4409,36.2015,26.4075,333.7559,0,999,5695,0.0015604,0.00052603,0,4555123,0 NINJASAT,1 58341U 23174CP  24321.18442743  .00052603  00000-0  15604-2 0  9997,2 58341  97.4409  36.2015 0007693  26.4075 333.7559 15.34615688 56959,2023-174CP,58341,6840.199,93.835,467.326,456.802,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/17 3:53,580448,15.34676772,0.0007639,97.4406,37.188,23.1776,336.981,0,999,5710,0.00093784,0.00031558,0,4556042,0 NINJASAT,1 58341U 23174CP  24322.16248357  .00031558  00000-0  93784-3 0  9993,2 58341  97.4406  37.1880 0007639  23.1776 336.9810 15.34676772 57102,2023-174CP,58341,6840.018,93.831,467.108,456.658,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/18 3:22,128288,15.3474174,0.000761,97.4401,38.1739,20.1716,339.9826,0,999,5725,0.0010181,0.00034348,0,4556644,0 NINJASAT,1 58341U 23174CP  24323.14049917  .00034348  00000-0  10181-2 0  9992,2 58341  97.4401  38.1739 0007610  20.1716 339.9826 15.34741740 57255,2023-174CP,58341,6839.825,93.827,466.895,456.485,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/19 4:24,30976,15.34813554,0.0007542,97.4397,39.2259,16.5247,343.624,0,999,5741,0.001062,0.00035921,0,4557579,0 NINJASAT,1 58341U 23174CP  24324.18366934  .00035921  00000-0  10620-2 0  9994,2 58341  97.4397  39.2259 0007542  16.5247 343.6240 15.34813554 57413,2023-174CP,58341,6839.611,93.822,466.635,456.318,0,
GENERATED VIA SPACETRACK.ORG API,18 SPCS,58341,NINJASAT,PAYLOAD,U,23174CP,2024/11/20 3:52,626560,15.34896782,0.000749,97.4393,40.2118,13.234,346.9098,0,999,5756,0.0013308,0.00045207,0,4558491,0 NINJASAT,1 58341U 23174CP  24325.16159290  .00045207  00000-0  13308-2 0  9992,2 58341  97.4393  40.2118 0007490  13.2340 346.9098 15.34896782 57562,2023-174CP,58341,6839.364,93.817,466.352,456.106,0,
