datetime,E_J2_mean,n_samples,dEdt_Jkg_per_day,dadt_m_per_day,se_E_Jkg,se_dEdt_Jkg_per_day
2024-04-06 09:00:00+00:00,-28946296.83742392,3,-98.32800374925137,-23.343129151571542,404.5083756839552,789.5110162997709
2024-04-06 12:00:00+00:00,-28947229.52584033,16,-5128.855931386352,-1218.5390418361828,116.46371580931523,1715.8773455168518
2024-04-06 15:00:00+00:00,-28947579.051406767,11,-2246.379199191928,-534.0607867822746,142.78538284835224,953.1668727243842
2024-04-06 18:00:00+00:00,-28947791.12064013,6,1113.8401935398579,264.91982964746535,207.89214957180553,866.6643392750074
2024-04-06 21:00:00+00:00,-28947300.591358382,18,1700.3950174599886,404.08186707375734,162.96173402224227,969.6503368276103
2024-04-07 00:00:00+00:00,-28947366.021885764,18,-1031.0945753008127,-244.99012766208085,124.67844692761726,797.140312620791
2024-04-07 03:00:00+00:00,-28947558.365002207,15,-941.1023471951485,-223.67791785728505,114.7083938506125,806.0972173906388
2024-04-07 06:00:00+00:00,-28947601.297472563,14,-1654.7238909900188,-393.19762566553857,158.32665636122525,1164.4729664013653
2024-04-07 09:00:00+00:00,-28947972.045974955,9,296.5684165805578,70.49254505549979,267.5664683264468,783.0881329235946
2024-04-07 12:00:00+00:00,-28947527.155368418,18,457.5620717257262,108.73189750867284,115.14928953682076,1145.6894724595122
2024-04-07 15:00:00+00:00,-28947857.655457024,18,-1102.8933836370707,-262.03924512948686,102.20546944193961,589.7028098643161
2024-04-07 18:00:00+00:00,-28947802.878714327,16,1774.7868558615446,421.75744772758264,92.05964841765518,681.1787979747326
2024-04-07 21:00:00+00:00,-28947413.95874306,18,164.49454839527607,39.0925046765095,136.2142675779472,561.1830928443826
2024-04-08 00:00:00+00:00,-28947761.755077228,18,-2218.6875148415565,-527.2924809194437,105.8674884660862,685.4481631572913
2024-04-08 03:00:00+00:00,-28947968.63062177,18,-773.7998078912497,-183.87262309912603,103.97414261096337,716.7808300081489
2024-04-08 06:00:00+00:00,-28947955.2050292,17,650.0080063194036,154.42094667088406,144.57868887765335,660.9603546842327
2024-04-08 09:00:00+00:00,-28947806.12862019,12,-91.77190852165221,-21.801179852391517,128.42766280024807,729.4624847185522
2024-04-08 12:00:00+00:00,-28947978.14800633,18,-1024.7182845026255,-243.5199377502835,111.14955020446088,984.5991661143084
2024-04-08 15:00:00+00:00,-28948062.308191314,18,-1094.0935681015253,-260.0161076190872,209.99060764050316,873.4760782795066
2024-04-08 18:00:00+00:00,-28948251.671398357,8,-943.0467583835126,-224.20108811200058,187.96490682373454,982.9657181206633
2024-04-08 21:00:00+00:00,-28948298.06988091,16,1030.352486461401,244.85290137763036,127.64323284178332,887.2501508856224
