timestamp,old_gps_average_altitude,old_tle_average_altitude,old_altitude_diff,center_time,n_raw,gps_a_msl_raw,gps_b_ellipsoidal_h_ell,gps_c_r_minus_R0_geoid_corrected,gps_cprime_r_minus_R0_asused,tle_i_r_minus_R0_asused,tle_ii_geodetic_height_correct,D2_gps_cprime,D2_tle_i,D_common_gps_cprime,D_common_tle_i,alpha_binned,delta_h_old_binned,delta_h_degeoided_binned,beta_binned,gamma_binned
2024-06-28 12:24:40.499999744+00:00,497.9307425469962,498.16710313898665,0.236360591990433,2024-06-28 12:19:40+00:00,17.0,507.40435432290815,507.4211049712323,498.02681322072806,498.01006251736266,498.2557996518987,507.6154311691573,497.8406179193111,498.0813286681178,498.01006251736266,498.2557996518987,0.016750703365403297,0.24573713453605706,0.22898643117065376,0.0050263857293657566,0.0
2024-06-28 15:30:15.722222336+00:00,497.9046894340415,498.06682526473065,0.1621358306891807,2024-06-28 15:14:24+00:00,17.0,508.79211084143304,508.78129665226504,497.8080089373905,497.81882311011157,498.00912235697103,508.85118021536147,497.8828643700803,498.05476330353434,497.81882311011157,498.00912235697103,-0.010814172721040904,0.19029924685946753,0.20111341958050843,0.018400313405436464,0.0
2024-06-28 18:29:04.333333760+00:00,498.1269180361956,498.3386251112455,0.211707075049901,2024-06-28 18:17:57+00:00,17.0,507.6269434636741,507.60687227435625,498.0062367733955,498.0263079203407,498.1868079641706,507.71362913216655,497.8865367161699,498.03301730523026,498.0263079203407,498.1868079641706,-0.020071146945156215,0.1605000438299271,0.18057119077508332,0.01401945476959554,0.0
2024-06-28 21:54:46.333333248+00:00,497.8283301292046,498.09890569339024,0.2705755641856626,2024-06-28 21:44:45+00:00,16.0,507.35982088074417,507.37087203775087,497.9311389379583,497.92008782407294,498.2004046863841,507.5665911931535,497.75575221069175,498.02561358827757,497.92008782407294,498.2004046863841,0.011051113885343966,0.28031686231116737,0.2692657484258234,0.01045548472535529,0.0
2024-06-29 00:59:48.157894656+00:00,497.7533057992104,498.0067355946349,0.253429795424438,2024-06-29 00:39:47+00:00,19.0,508.2225973320189,508.232369432944,497.7481491499138,497.73837706456595,498.0107892420289,508.49954361350075,497.7308809151582,498.0037455372919,497.73837706456595,498.0107892420289,0.009772085347833581,0.272412177462968,0.2626400921151344,-0.0004524446707137031,0.0
2024-06-29 04:09:50.157894400+00:00,497.76755839585263,497.98983168837447,0.2222732925218338,2024-06-29 03:49:49+00:00,19.0,508.27759041304955,508.26807674408894,497.7790506858897,497.7885643321678,497.9935086720886,508.48634736344076,497.78170119737865,497.98721217589815,497.7885643321678,497.9935086720886,-0.0095136462781511,0.20494433992075756,0.21445798619890866,-0.0005666385987410649,0.0
2024-06-29 07:19:52.052631552+00:00,497.7616756791376,497.9732530246252,0.2115773454875693,2024-06-29 06:59:51+00:00,19.0,508.27237298014535,508.26184488666115,497.7685201582635,497.77904822316316,497.97512159852914,508.47943404784036,497.774081174646,497.9707009869852,497.77904822316316,497.97512159852914,-0.010528064899631318,0.1960733753659838,0.2066014402656151,-0.0005464369731953411,0.0
2024-06-29 10:29:53.947368704+00:00,497.6859887674168,497.9562442987186,0.2702555313018138,2024-06-29 10:09:53+00:00,19.0,508.17571259872693,508.1847552434465,497.68866337466807,497.679620758827,497.95941861747554,508.457149787254,497.6736607308999,497.9541712858086,497.679620758827,497.95941861747554,0.009042615841053703,0.27979785864852147,0.27075524280746777,-0.0007126962602228559,0.0
2024-06-29 13:34:55.888888832+00:00,497.7912286560374,498.0362759466488,0.24504729061141,2024-06-29 13:19:55+00:00,19.0,508.1821337915991,508.1900786000242,497.6896915222294,497.6817467485825,497.9419377396522,508.44492343159857,497.6768798437827,497.9376568338009,497.6817467485825,497.9419377396522,0.00794477364689783,0.2601909910696918,0.25224621742279396,-0.000585998948508859,0.0
2024-06-29 16:34:57.666666752+00:00,497.7877222343824,497.95170450819967,0.1639822738172824,2024-06-29 16:29:57+00:00,19.0,508.26481157170514,508.2438159443298,497.74051794333167,497.76151353371097,497.92448408350015,508.43242800896627,497.7573659894867,497.92113084260757,497.76151353371097,497.92448408350015,-0.02099559037930021,0.16297054978917913,0.18396614016847934,-0.0007943033317019399,0.0
2024-06-29 23:00:01.631578880+00:00,497.6059785435592,497.885961010632,0.2799824670727275,2024-06-29 22:50:01+00:00,17.0,508.351269578775,508.36417049393935,497.58199251547666,497.56909161088146,497.8623568651414,508.55176380925934,497.6066741512661,497.88703304998745,497.56909161088146,497.8623568651414,0.012900904595198881,0.29326525425994987,0.280364349664751,0.012906355538575554,0.0
2024-06-30 02:10:03.526315520+00:00,497.617780075762,497.8690628202132,0.2512827444511458,2024-06-30 01:50:02+00:00,19.0,508.0817656152636,508.08799309276895,497.6096758486028,497.60344837686773,497.87309812505345,508.3523861825913,497.59456867775305,497.86432742912103,497.60344837686773,497.87309812505345,0.00622747173508742,0.26964974818571363,0.2634222764506262,-0.00010900318227413663,0.0
2024-06-30 05:20:05.473684480+00:00,497.650363148679,497.851905228608,0.20154207992897,2024-06-30 05:00:04+00:00,19.0,508.164351621494,508.14834161490677,497.66917055559566,497.68518052901385,497.85656110921184,508.33478237168396,497.67609711590916,497.8476873239725,497.68518052901385,497.85656110921184,-0.016009973418192658,0.17138058019799018,0.18739055361618284,-0.0002096278653311856,0.0
2024-06-30 08:29:00.722222080+00:00,497.517242935478,497.75041620776295,0.2331732722849437,2024-06-30 08:07:53+00:00,18.0,508.5611125916069,508.55719347529333,497.5260752473343,497.529994358696,497.75474510382253,508.8118488626118,497.60446903930745,497.83360906732116,497.529994358696,497.75474510382253,-0.003919111361710748,0.22475074512652782,0.22866985648823857,-0.004389282887188983,0.0
2024-06-30 11:57:29.466666240+00:00,497.41583394059336,497.71396317055394,0.2981292299605798,2024-06-30 11:32:08+00:00,15.0,508.5669013111311,508.5776379210833,497.43035689371,497.41962031861533,497.71909626763966,508.8185859341947,497.50951609747807,497.80407022558103,497.41962031861533,497.71909626763966,0.0107365750946542,0.29947594902432684,0.28873937392967264,0.0049218209213677255,0.0
2024-06-30 14:50:11.263158272+00:00,497.5979875810478,497.8000424981629,0.202054917115106,2024-06-30 14:30:10+00:00,19.0,508.0625163733275,508.05990398724344,497.5768328625952,497.57944525549794,497.8051494660158,508.29207052791537,497.5717738841867,497.79787553435017,497.57944525549794,497.8051494660158,-0.002612392902733518,0.22570421051784706,0.22831660342058058,-0.00039743964561012035,0.0
2024-06-30 17:49:33.133333504+00:00,498.0344599219415,498.22440465664914,0.1899447347076375,2024-06-30 17:38:26+00:00,17.0,507.16271610694406,507.13904502244026,497.7705537096601,497.794224711818,497.9603173403879,507.29883800998005,497.6174853865496,497.77910427041985,497.794224711818,497.9603173403879,-0.023671002157925614,0.16609262856991336,0.18976363072783897,0.0044737446996805375,0.0
