wavelength,window,geomag,period,peak_lag_hours,peak_r,n
256,-1,all,full,39,0.23933951073134577,1652
284,-1,all,full,39,0.27015535927108086,1652
304,-1,all,full,39,0.27261443029602206,1652
1175,-1,all,full,15,0.3314680025597128,1660
1216,-1,all,full,36,0.3177363122122722,1653
1335,-1,all,full,39,0.2897294543307531,1652
1405,-1,all,full,39,0.3336311233976399,1652
256,-1,quiet_kp4,full,15,0.23383927903850799,858
284,-1,quiet_kp4,full,15,0.2549817348618701,858
304,-1,quiet_kp4,full,15,0.27968434400298,858
1175,-1,quiet_kp4,full,15,0.3470919032649247,858
1216,-1,quiet_kp4,full,12,0.30762338731073396,857
1335,-1,quiet_kp4,full,15,0.2978903682103924,858
1405,-1,quiet_kp4,full,15,0.3424275554510298,858
256,-1,quiet_kp3,full,27,0.1914613628443076,404
284,-1,quiet_kp3,full,75,0.20686208707982257,388
304,-1,quiet_kp3,full,39,0.2127628781828622,402
1175,-1,quiet_kp3,full,18,0.2743921108899157,403
1216,-1,quiet_kp3,full,12,0.26495617303665847,404
1335,-1,quiet_kp3,full,18,0.23817141352667173,403
1405,-1,quiet_kp3,full,18,0.2868019922987817,403
256,-1,all,2404,15,0.27963942662923014,201
284,-1,all,2404,15,0.3003517068124723,201
304,-1,all,2404,15,0.2962952563913108,201
1175,-1,all,2404,15,0.3035481010787646,201
1216,-1,all,2404,12,0.2855199202737714,202
1335,-1,all,2404,15,0.2758238510418206,201
1405,-1,all,2404,15,0.3045854883995862,201
256,-1,quiet_kp4,2404,15,0.22698446591576363,131
284,-1,quiet_kp4,2404,15,0.25665403298991085,131
304,-1,quiet_kp4,2404,15,0.2352319436288902,131
1175,-1,quiet_kp4,2404,111,0.25623995052566484,99
1216,-1,quiet_kp4,2404,36,0.24941620771046416,124
1335,-1,quiet_kp4,2404,39,0.2017773535746992,123
1405,-1,quiet_kp4,2404,15,0.2525543159130946,131
256,-1,quiet_kp3,2404,111,0.4880902043692741,44
284,-1,quiet_kp3,2404,111,0.5109231853417899,44
304,-1,quiet_kp3,2404,111,0.5465821000704721,44
1175,-1,quiet_kp3,2404,111,0.5594080338266385,44
1216,-1,quiet_kp3,2404,111,0.5162790697674419,44
1335,-1,quiet_kp3,2404,111,0.5495419309372798,44
1405,-1,quiet_kp3,2404,111,0.5423537702607469,44
256,-1,all,2405,42,0.18117778772951187,175
284,-1,all,2405,30,0.17121361397223467,175
304,-1,all,2405,54,0.20370801612180925,175
1175,-1,all,2405,18,0.1940550828481863,175
1216,-1,all,2405,84,0.22850201522615315,175
1335,-1,all,2405,54,0.20429690998656516,175
1405,-1,all,2405,9,0.17570532915360504,175
256,-1,quiet_kp4,2405,42,0.23428571428571426,49
284,-1,quiet_kp4,2405,6,0.23551020408163262,49
304,-1,quiet_kp4,2405,6,0.27816326530612245,49
1175,-1,quiet_kp4,2405,111,0.30489795918367346,49
1216,-1,quiet_kp4,2405,108,0.3171428571428571,49
1335,-1,quiet_kp4,2405,81,0.2908163265306122,49
1405,-1,quiet_kp4,2405,51,0.2504081632653061,49
256,-1,quiet_kp3,2405,30,0.2905982905982906,27
284,-1,quiet_kp3,2405,30,0.2741147741147741,27
304,-1,quiet_kp3,2405,18,0.36080586080586086,27
1175,-1,quiet_kp3,2405,18,0.35836385836385837,27
1216,-1,quiet_kp3,2405,108,0.3827838827838828,27
1335,-1,quiet_kp3,2405,18,0.39316239316239315,27
1405,-1,quiet_kp3,2405,36,0.3101343101343101,27
256,-1,all,2406,30,0.10739580081648538,218
284,-1,all,2406,15,0.11332050323484119,218
304,-1,all,2406,18,0.11040853805796014,218
1175,-1,all,2406,69,0.10758344535055647,218
1216,-1,all,2406,12,0.1194490663815705,218
1335,-1,all,2406,18,0.09203674821288851,218
1405,-1,all,2406,21,0.12756179673116272,218
256,-1,quiet_kp4,2406,30,0.156028431028431,111
284,-1,quiet_kp4,2406,60,0.12707967707967707,111
304,-1,quiet_kp4,2406,42,0.11162688662688663,111
1175,-1,quiet_kp4,2406,93,0.11740084240084239,111
1216,-1,quiet_kp4,2406,60,0.0875131625131625,111
1335,-1,quiet_kp4,2406,42,0.09105826605826606,111
1405,-1,quiet_kp4,2406,42,0.1601965601965602,111
256,-1,quiet_kp3,2406,30,0.12477951635846372,75
284,-1,quiet_kp3,2406,15,0.12546230440967282,75
304,-1,quiet_kp3,2406,30,0.14307254623044097,75
1175,-1,quiet_kp3,2406,9,0.1166429587482219,75
1216,-1,quiet_kp3,2406,60,0.07342816500711237,75
1335,-1,quiet_kp3,2406,42,0.0757325746799431,75
1405,-1,quiet_kp3,2406,18,0.15092460881934563,75
256,-1,all,2407,36,0.10157653941348535,200
284,-1,all,2407,72,0.11375564523538599,204
304,-1,all,2407,36,0.08676666916672918,200
1175,-1,all,2407,36,0.10562514062851572,200
1216,-1,all,2407,36,0.14962424060601515,200
1335,-1,all,2407,102,0.09356465295092697,205
1405,-1,all,2407,120,0.09586192761377048,204
256,-1,quiet_kp4,2407,36,0.12335564616172778,162
284,-1,quiet_kp4,2407,72,0.12768460887644212,166
304,-1,quiet_kp4,2407,54,0.09414118094588479,166
1175,-1,quiet_kp4,2407,87,0.10620539374873865,162
1216,-1,quiet_kp4,2407,36,0.13980871089433372,162
1335,-1,quiet_kp4,2407,102,0.09778463726591567,167
1405,-1,quiet_kp4,2407,15,0.10907600051371724,162
256,-1,quiet_kp3,2407,120,0.12127396413110698,99
284,-1,quiet_kp3,2407,69,0.11079790331974373,101
304,-1,quiet_kp3,2407,102,0.09633889919604205,99
1175,-1,quiet_kp3,2407,111,0.13016501650165016,100
1216,-1,quiet_kp3,2407,36,0.1257450420835892,94
1335,-1,quiet_kp3,2407,90,0.11431045145330858,99
1405,-1,quiet_kp3,2407,15,0.09556563516457281,93
256,-1,all,2408,15,0.1792183116211785,242
284,-1,all,2408,39,0.18654756627848543,242
304,-1,all,2408,54,0.16362247734057117,242
1175,-1,all,2408,57,0.15292833612964382,242
1216,-1,all,2408,60,0.26707876789606955,242
1335,-1,all,2408,42,0.15715264891676312,242
1405,-1,all,2408,6,0.19374642523139948,242
256,-1,quiet_kp4,2408,36,0.15034895314057828,119
284,-1,quiet_kp4,2408,54,0.18809286426434985,119
304,-1,quiet_kp4,2408,90,0.15261358780800457,119
1175,-1,quiet_kp4,2408,33,0.16707733941034042,119
1216,-1,quiet_kp4,2408,84,0.2698048711009828,119
1335,-1,quiet_kp4,2408,45,0.15958552912690502,119
1405,-1,quiet_kp4,2408,66,0.17946873664720128,119
256,-1,quiet_kp3,2408,84,0.13357142857142856,49
284,-1,quiet_kp3,2408,90,0.15346938775510202,49
304,-1,quiet_kp3,2408,108,0.16010204081632654,49
1175,-1,quiet_kp3,2408,21,0.16887755102040813,49
1216,-1,quiet_kp3,2408,108,0.2737755102040816,49
1335,-1,quiet_kp3,2408,69,0.19857142857142854,49
1405,-1,quiet_kp3,2408,69,0.1913265306122449,49
256,-1,all,2409,30,0.15797746327738407,212
284,-1,all,2409,21,0.1613603646379754,212
304,-1,all,2409,69,0.1579434579398055,212
1175,-1,all,2409,60,0.18996892919710878,212
1216,-1,all,2409,60,0.2076592614796352,212
1335,-1,all,2409,57,0.16746873083263958,212
1405,-1,all,2409,9,0.17366903738446055,212
256,-1,quiet_kp4,2409,21,0.2486976654447232,72
284,-1,quiet_kp4,2409,45,0.24912810194500332,71
304,-1,quiet_kp4,2409,69,0.2817866100713873,72
1175,-1,quiet_kp4,2409,9,0.33690269470705514,72
1216,-1,quiet_kp4,2409,36,0.33812877263581487,71
1335,-1,quiet_kp4,2409,69,0.29960126053122393,72
1405,-1,quiet_kp4,2409,69,0.2695028619203808,72
256,-1,quiet_kp3,2409,21,0.44861660079051385,23
284,-1,quiet_kp3,2409,111,0.38,24
304,-1,quiet_kp3,2409,21,0.44762845849802374,23
1175,-1,quiet_kp3,2409,36,0.5049407114624506,23
1216,-1,quiet_kp3,2409,36,0.4535573122529644,23
1335,-1,quiet_kp3,2409,57,0.42956521739130427,24
1405,-1,quiet_kp3,2409,105,0.3921739130434782,24
256,-1,all,2410,60,0.23372417056627584,209
284,-1,all,2410,45,0.2423444976076555,209
304,-1,all,2410,60,0.23975366738524634,209
1175,-1,all,2410,84,0.2559581913128824,208
1216,-1,all,2410,60,0.31365870971134135,209
1335,-1,all,2410,48,0.24349597770650405,209
1405,-1,all,2410,45,0.24843577475156423,209
256,-1,quiet_kp4,2410,93,0.25009445447294404,83
284,-1,quiet_kp4,2410,45,0.2645984635405734,83
304,-1,quiet_kp4,2410,12,0.2857946554149086,80
1175,-1,quiet_kp4,2410,36,0.2884009907224718,83
1216,-1,quiet_kp4,2410,36,0.3577305738633978,83
1335,-1,quiet_kp4,2410,12,0.2559071729957806,80
1405,-1,quiet_kp4,2410,12,0.2541256446319738,80
256,-1,quiet_kp3,2410,21,0.3333333333333333,18
284,-1,quiet_kp3,2410,69,0.27347781217750256,18
304,-1,quiet_kp3,2410,72,0.30443756449948395,18
1175,-1,quiet_kp3,2410,93,0.35397316821465424,18
1216,-1,quiet_kp3,2410,72,0.38906088751289986,18
1335,-1,quiet_kp3,2410,93,0.29411764705882354,18
1405,-1,quiet_kp3,2410,72,0.40763673890608876,18
256,-1,all,2411,45,0.33633815424428565,203
284,-1,all,2411,54,0.3439539694334545,203
304,-1,all,2411,63,0.3183881268451389,203
1175,-1,all,2411,75,0.3491497657444679,203
1216,-1,all,2411,60,0.3520388694911219,203
1335,-1,all,2411,39,0.33124564267496015,203
1405,-1,all,2411,39,0.3438277325269473,203
256,-1,quiet_kp4,2411,45,0.30756512802180613,139
284,-1,quiet_kp4,2411,30,0.30023813383441134,138
304,-1,quiet_kp4,2411,15,0.2913967415145734,133
1175,-1,quiet_kp4,2411,15,0.33048530416951466,133
1216,-1,quiet_kp4,2411,12,0.33715099685368866,132
1335,-1,quiet_kp4,2411,18,0.3086048454469507,134
1405,-1,quiet_kp4,2411,18,0.3437923166124266,134
256,-1,quiet_kp3,2411,21,0.2551092318534179,44
284,-1,quiet_kp3,2411,9,0.21775898520084566,44
304,-1,quiet_kp3,2411,9,0.2063424947145877,44
1175,-1,quiet_kp3,2411,12,0.2957011980267794,44
1216,-1,quiet_kp3,2411,12,0.2887949260042283,44
1335,-1,quiet_kp3,2411,39,0.20158102766798416,45
1405,-1,quiet_kp3,2411,18,0.3169837914023961,44
256,5,all,full,33,0.5138341691347638,1654
284,5,all,full,33,0.5802898972663011,1654
304,5,all,full,42,0.582698283966134,1651
1175,5,all,full,42,0.7153198409757866,1651
1216,5,all,full,42,0.6451584982480485,1651
1335,5,all,full,45,0.6235917958992829,1651
1405,5,all,full,42,0.7218934968674727,1651
256,5,quiet_kp4,full,21,0.4753589759529339,860
284,5,quiet_kp4,full,21,0.5260395065748545,860
304,5,quiet_kp4,full,21,0.5848665384576563,860
1175,5,quiet_kp4,full,42,0.735698106868716,856
1216,5,quiet_kp4,full,18,0.6571773219606016,859
1335,5,quiet_kp4,full,21,0.6306754348373006,860
1405,5,quiet_kp4,full,21,0.7422256127039552,860
256,5,quiet_kp3,full,24,0.4786972659217948,404
284,5,quiet_kp3,full,30,0.5055859683964766,403
304,5,quiet_kp3,full,33,0.5343933414861054,402
1175,5,quiet_kp3,full,24,0.6672142648508027,404
1216,5,quiet_kp3,full,18,0.5968462480854211,403
1335,5,quiet_kp3,full,24,0.5795224849201214,404
1405,5,quiet_kp3,full,24,0.691615596629969,404
256,5,all,2404,18,0.6846531163279083,200
284,5,all,2404,18,0.6885052126303159,200
304,5,all,2404,9,0.6961147723001799,203
1175,5,all,2404,18,0.6776119402985075,200
1216,5,all,2404,18,0.7165124128103203,200
1335,5,all,2404,9,0.6805876327997913,203
1405,5,all,2404,18,0.6776554413860346,200
256,5,quiet_kp4,2404,18,0.5872837263925494,130
284,5,quiet_kp4,2404,18,0.597334389381256,130
304,5,quiet_kp4,2404,18,0.5924729273921534,130
1175,5,quiet_kp4,2404,18,0.5671878627319777,130
1216,5,quiet_kp4,2404,18,0.6113889306149203,130
1335,5,quiet_kp4,2404,18,0.5594095235494135,130
1405,5,quiet_kp4,2404,9,0.5687046653268177,133
256,5,quiet_kp3,2404,30,0.6692391793684482,72
284,5,quiet_kp3,2404,18,0.6595927434283597,74
304,5,quiet_kp3,2404,42,0.6876741611634919,68
1175,5,quiet_kp3,2404,18,0.6577563865235097,74
1216,5,quiet_kp3,2404,42,0.7322212467076382,68
1335,5,quiet_kp3,2404,42,0.6601900981028361,68
1405,5,quiet_kp3,2404,6,0.6310384068278805,75
256,5,all,2405,36,0.5613860277653382,175
284,5,all,2405,57,0.5603179579041648,175
304,5,all,2405,51,0.6027004030452306,175
1175,5,all,2405,57,0.5542991491267354,175
1216,5,all,2405,78,0.604205105239588,175
1335,5,all,2405,57,0.6002575011195701,175
1405,5,all,2405,75,0.5321518137035379,175
256,5,quiet_kp4,2405,9,0.6658163265306123,49
284,5,quiet_kp4,2405,9,0.6941836734693877,49
304,5,quiet_kp4,2405,24,0.6925510204081631,49
1175,5,quiet_kp4,2405,24,0.6758163265306122,49
1216,5,quiet_kp4,2405,78,0.7171428571428571,49
1335,5,quiet_kp4,2405,24,0.7008163265306121,49
1405,5,quiet_kp4,2405,24,0.635408163265306,49
256,5,quiet_kp3,2405,24,0.5811965811965812,27
284,5,quiet_kp3,2405,12,0.6141636141636141,27
304,5,quiet_kp3,2405,24,0.6147741147741148,27
1175,5,quiet_kp3,2405,24,0.6208791208791209,27
1216,5,quiet_kp3,2405,78,0.6312576312576313,27
1335,5,quiet_kp3,2405,24,0.6282051282051282,27
1405,5,quiet_kp3,2405,21,0.5482295482295482,27
256,5,all,2406,21,0.3689954473034496,218
284,5,all,2406,21,0.35546187485847025,218
304,5,all,2406,21,0.3121831688644436,218
1175,5,all,2406,15,0.2844870672954689,218
1216,5,all,2406,18,0.2625627725985698,218
1335,5,all,2406,24,0.2226107030357295,218
1405,5,all,2406,24,0.39098576507715144,218
256,5,quiet_kp4,2406,21,0.27603545103545096,111
284,5,quiet_kp4,2406,12,0.24788522288522288,111
304,5,quiet_kp4,2406,21,0.20332572832572832,111
1175,5,quiet_kp4,2406,15,0.15974903474903476,111
1216,5,quiet_kp4,2406,18,0.18912776412776414,111
1335,5,quiet_kp4,2406,24,0.1548876798876799,111
1405,5,quiet_kp4,2406,24,0.3150842400842401,111
256,5,quiet_kp3,2406,21,0.3015931721194879,75
284,5,quiet_kp3,2406,21,0.27584637268847795,75
304,5,quiet_kp3,2406,21,0.3007965860597439,75
1175,5,quiet_kp3,2406,15,0.22230440967283072,75
1216,5,quiet_kp3,2406,18,0.19587482219061167,75
1335,5,quiet_kp3,2406,24,0.18458036984352771,75
1405,5,quiet_kp3,2406,24,0.3880796586059743,75
256,5,all,2407,75,0.23883018553956242,203
284,5,all,2407,90,0.26016403132850596,201
304,5,all,2407,78,0.23924347438052382,202
1175,5,all,2407,66,0.24118509061831858,206
1216,5,all,2407,114,0.25869170553250487,206
1335,5,all,2407,102,0.2569597860456046,205
1405,5,all,2407,66,0.25496607604320026,206
256,5,quiet_kp4,2407,78,0.2769877436643859,164
284,5,quiet_kp4,2407,90,0.32372077299505103,163
304,5,quiet_kp4,2407,72,0.274416774337415,166
1175,5,quiet_kp4,2407,66,0.280113483936607,168
1216,5,quiet_kp4,2407,90,0.27220254820135115,163
1335,5,quiet_kp4,2407,96,0.269329201506692,165
1405,5,quiet_kp4,2407,60,0.29750051882709644,168
256,5,quiet_kp3,2407,60,0.20992428654630169,101
284,5,quiet_kp3,2407,108,0.24405640564056402,100
304,5,quiet_kp3,2407,60,0.25429237041351194,101
1175,5,quiet_kp3,2407,114,0.2708101422387137,99
1216,5,quiet_kp3,2407,114,0.25087198515769943,99
1335,5,quiet_kp3,2407,96,0.24022263450834877,99
1405,5,quiet_kp3,2407,69,0.2612580081537565,101
256,5,all,2408,18,0.5397277185281713,242
284,5,all,2408,45,0.5499874896329064,242
304,5,all,2408,99,0.42404302042174546,242
1175,5,all,2408,63,0.37916572997674475,242
1216,5,all,2408,42,0.5230556963236456,242
1335,5,all,2408,12,0.40476731775612707,242
1405,5,all,2408,12,0.48405044620309307,242
256,5,quiet_kp4,2408,33,0.4359777809428857,119
284,5,quiet_kp4,2408,72,0.4586668565731378,119
304,5,quiet_kp4,2408,96,0.4087950434411053,119
1175,5,quiet_kp4,2408,39,0.38020225039168215,119
1216,5,quiet_kp4,2408,90,0.5380430138156959,119
1335,5,quiet_kp4,2408,39,0.41197122916963397,119
1405,5,quiet_kp4,2408,39,0.437152827232588,119
256,5,quiet_kp3,2408,78,0.5573469387755101,49
284,5,quiet_kp3,2408,57,0.5780612244897959,49
304,5,quiet_kp3,2408,60,0.550204081632653,49
1175,5,quiet_kp3,2408,15,0.5449999999999999,49
1216,5,quiet_kp3,2408,42,0.6027551020408163,49
1335,5,quiet_kp3,2408,60,0.5448979591836735,49
1405,5,quiet_kp3,2408,36,0.561734693877551,49
256,5,all,2409,24,0.5075938956640675,212
284,5,all,2409,27,0.5087047366916333,212
304,5,all,2409,42,0.4912877065666826,212
1175,5,all,2409,63,0.528876199160446,212
1216,5,all,2409,66,0.5392390109232701,212
1335,5,all,2409,63,0.5116103038691777,212
1405,5,all,2409,15,0.5296255760441213,212
256,5,quiet_kp4,2409,27,0.5767251913306323,72
284,5,quiet_kp4,2409,51,0.5756539235412474,71
304,5,quiet_kp4,2409,15,0.5710013505691685,72
1175,5,quiet_kp4,2409,15,0.6713293459386457,72
1216,5,quiet_kp4,2409,42,0.6353789403085177,71
1335,5,quiet_kp4,2409,51,0.5816566063044936,71
1405,5,quiet_kp4,2409,51,0.6450704225352113,71
256,5,quiet_kp3,2409,108,0.72,24
284,5,quiet_kp3,2409,120,0.6608695652173912,24
304,5,quiet_kp3,2409,114,0.6626086956521738,24
1175,5,quiet_kp3,2409,15,0.7865612648221343,23
1216,5,quiet_kp3,2409,114,0.7269565217391305,24
1335,5,quiet_kp3,2409,51,0.6913043478260869,24
1405,5,quiet_kp3,2409,63,0.6643478260869564,24
256,5,all,2410,63,0.6088674483411325,209
284,5,all,2410,75,0.598997055576003,209
304,5,all,2410,63,0.5953625322046374,209
1175,5,all,2410,39,0.6091185130658816,209
1216,5,all,2410,66,0.6558993637941006,209
1335,5,all,2410,63,0.6034334086965666,209
1405,5,all,2410,63,0.629647983595352,209
256,5,quiet_kp4,2410,42,0.5664539691868519,83
284,5,quiet_kp4,2410,39,0.5897737290625917,83
304,5,quiet_kp4,2410,6,0.5733886366797758,78
1175,5,quiet_kp4,2410,90,0.6556819612946558,83
1216,5,quiet_kp4,2410,42,0.6217413206834305,83
1335,5,quiet_kp4,2410,9,0.581840311587147,79
1405,5,quiet_kp4,2410,84,0.5988623483480962,83
256,5,quiet_kp3,2410,24,0.6594427244582043,18
284,5,quiet_kp3,2410,39,0.6099071207430341,18
304,5,quiet_kp3,2410,66,0.564499484004128,18
1175,5,quiet_kp3,2410,42,0.6594427244582043,18
1216,5,quiet_kp3,2410,66,0.6388028895768835,18
1335,5,quiet_kp3,2410,42,0.5975232198142414,18
1405,5,quiet_kp3,2410,42,0.632610939112487,18
256,5,all,2411,63,0.7718110118748763,203
284,5,all,2411,57,0.7948779375184695,203
304,5,all,2411,66,0.7329286101603495,203
1175,5,all,2411,78,0.7643257371231185,203
1216,5,all,2411,66,0.7416174390548299,203
1335,5,all,2411,66,0.7512745624026327,203
1405,5,all,2411,66,0.7535583028021725,203
256,5,quiet_kp4,2411,42,0.7866571339201929,139
284,5,quiet_kp4,2411,6,0.7793660981305219,130
304,5,quiet_kp4,2411,9,0.7407302621043078,131
1175,5,quiet_kp4,2411,21,0.784435664813189,135
1216,5,quiet_kp4,2411,18,0.7618374293943816,134
1335,5,quiet_kp4,2411,21,0.772758755243391,135
1405,5,quiet_kp4,2411,21,0.7696517412935325,135
256,5,quiet_kp3,2411,39,0.6500658761528326,45
284,5,quiet_kp3,2411,57,0.6591567852437417,45
304,5,quiet_kp3,2411,45,0.6447957839262187,45
1175,5,quiet_kp3,2411,18,0.7079633544749823,44
1216,5,quiet_kp3,2411,42,0.6807641633728589,45
1335,5,quiet_kp3,2411,45,0.653623188405797,45
1405,5,quiet_kp3,2411,15,0.6349541930937279,44
256,9,all,full,27,0.5666187174724132,1656
284,9,all,full,39,0.6397210633396712,1652
304,9,all,full,48,0.6401849291773221,1651
1175,9,all,full,48,0.7786403507076135,1651
1216,9,all,full,48,0.6964863109664925,1651
1335,9,all,full,48,0.6825270312231475,1651
1405,9,all,full,27,0.7910368406823943,1656
256,9,quiet_kp4,full,27,0.5342200237545444,860
284,9,quiet_kp4,full,27,0.5867428474833173,860
304,9,quiet_kp4,full,27,0.647935787453899,860
1175,9,quiet_kp4,full,27,0.8114169347016048,860
1216,9,quiet_kp4,full,24,0.7098879634869392,860
1335,9,quiet_kp4,full,27,0.6969737623690927,860
1405,9,quiet_kp4,full,27,0.8170856319154972,860
256,9,quiet_kp3,full,27,0.5651282415255586,404
284,9,quiet_kp3,full,27,0.6005679807021231,404
304,9,quiet_kp3,full,30,0.6199814381645564,403
1175,9,quiet_kp3,full,30,0.7541840217872385,403
1216,9,quiet_kp3,full,24,0.6645481587033806,404
1335,9,quiet_kp3,full,30,0.6578425221508114,403
1405,9,quiet_kp3,full,27,0.7911184997738814,404
256,9,all,2404,12,0.8281096104610828,202
284,9,all,2404,12,0.8202359902191233,202
304,9,all,2404,12,0.8359570241267932,202
1175,9,all,2404,12,0.8062052804795221,202
1216,9,all,2404,12,0.8337163618574929,202
1335,9,all,2404,12,0.822727070883693,202
1405,9,all,2404,12,0.8047202411587383,202
256,9,quiet_kp4,2404,12,0.748566419518609,132
284,9,quiet_kp4,2404,12,0.7579792646084328,132
304,9,quiet_kp4,2404,12,0.7558504171601801,132
1175,9,quiet_kp4,2404,12,0.7068295304534757,132
1216,9,quiet_kp4,2404,12,0.7463801766734669,132
1335,9,quiet_kp4,2404,12,0.722107141552702,132
1405,9,quiet_kp4,2404,12,0.7301946747507212,132
256,9,quiet_kp3,2404,36,0.8529510395707578,71
284,9,quiet_kp3,2404,12,0.8360170697012801,75
304,9,quiet_kp3,2404,36,0.8461099932930918,71
1175,9,quiet_kp3,2404,12,0.810384068278805,75
1216,9,quiet_kp3,2404,12,0.8419630156472261,75
1335,9,quiet_kp3,2404,12,0.8162162162162161,75
1405,9,quiet_kp3,2404,6,0.8256614509246087,75
256,9,all,2405,33,0.6929825347066726,175
284,9,all,2405,42,0.6989319301388268,175
304,9,all,2405,63,0.7171182266009853,175
1175,9,all,2405,6,0.6741043439319303,175
1216,9,all,2405,72,0.7192588446036722,175
1335,9,all,2405,78,0.7027810120913569,175
1405,9,all,2405,6,0.6799574563367667,175
256,9,quiet_kp4,2405,18,0.6845918367346937,49
284,9,quiet_kp4,2405,39,0.688877551020408,49
304,9,quiet_kp4,2405,48,0.6779591836734693,49
1175,9,quiet_kp4,2405,99,0.6901020408163263,49
1216,9,quiet_kp4,2405,108,0.6926530612244897,49
1335,9,quiet_kp4,2405,99,0.663877551020408,49
1405,9,quiet_kp4,2405,36,0.6355102040816326,49
256,9,quiet_kp3,2405,30,0.7203907203907204,27
284,9,quiet_kp3,2405,33,0.7014652014652014,27
304,9,quiet_kp3,2405,111,0.771062271062271,27
1175,9,quiet_kp3,2405,51,0.6965811965811965,27
1216,9,quiet_kp3,2405,108,0.8034188034188033,27
1335,9,quiet_kp3,2405,84,0.6654456654456654,27
1405,9,quiet_kp3,2405,36,0.6489621489621489,27
256,9,all,2406,27,0.5505716498066507,218
284,9,all,2406,27,0.5449631631771925,218
304,9,all,2406,30,0.4385536544641735,218
1175,9,all,2406,21,0.396348692192887,218
1216,9,all,2406,12,0.31445922756475037,218
1335,9,all,2406,30,0.3153534348505706,218
1405,9,all,2406,30,0.5526693303696307,218
256,9,quiet_kp4,2406,18,0.5023429273429273,111
284,9,quiet_kp4,2406,27,0.44838539838539837,111
304,9,quiet_kp4,2406,30,0.30847665847665845,111
1175,9,quiet_kp4,2406,72,0.2742541242541242,111
1216,9,quiet_kp4,2406,24,0.19860477360477358,111
1335,9,quiet_kp4,2406,30,0.19065461565461564,111
1405,9,quiet_kp4,2406,30,0.5005967005967006,111
256,9,quiet_kp3,2406,18,0.4551066856330014,75
284,9,quiet_kp3,2406,27,0.42187766714082503,75
304,9,quiet_kp3,2406,30,0.41866287339971553,75
1175,9,quiet_kp3,2406,72,0.199402560455192,75
1216,9,quiet_kp3,2406,36,0.06842105263157894,75
1335,9,quiet_kp3,2406,78,0.1607112375533428,75
1405,9,quiet_kp3,2406,30,0.5033854907539118,75
256,9,all,2407,57,0.3665306236157735,205
284,9,all,2407,60,0.4310576655787664,206
304,9,all,2407,66,0.37331864496357076,206
1175,9,all,2407,99,0.3370970591769088,204
1216,9,all,2407,120,0.3799478412054477,204
1335,9,all,2407,99,0.38939861899343425,204
1405,9,all,2407,63,0.3961377823993521,206
256,9,quiet_kp4,2407,42,0.42779238484759957,162
284,9,quiet_kp4,2407,60,0.4899499395123532,168
304,9,quiet_kp4,2407,66,0.4085851964709635,168
1175,9,quiet_kp4,2407,99,0.34621009896964017,166
1216,9,quiet_kp4,2407,120,0.3913806559935988,166
1335,9,quiet_kp4,2407,102,0.40838890205819006,167
1405,9,quiet_kp4,2407,120,0.43842435610706304,166
256,9,quiet_kp3,2407,30,0.3983169705469845,93
284,9,quiet_kp3,2407,57,0.44646476412347114,101
304,9,quiet_kp3,2407,114,0.4317625231910946,99
1175,9,quiet_kp3,2407,120,0.42999381570810136,99
1216,9,quiet_kp3,2407,120,0.4517748917748917,99
1335,9,quiet_kp3,2407,102,0.4470624613481756,99
1405,9,quiet_kp3,2407,102,0.43442176870748295,99
256,9,all,2408,24,0.6746415494057894,242
284,9,all,2408,42,0.6830182033250058,242
304,9,all,2408,90,0.5512897532261295,242
1175,9,all,2408,66,0.4441646017152116,242
1216,9,all,2408,48,0.6435912839785594,242
1335,9,all,2408,69,0.5037706796791419,242
1405,9,all,2408,6,0.6096765466814505,242
256,9,quiet_kp4,2408,27,0.5896168636946305,119
284,9,quiet_kp4,2408,66,0.6161586668565732,119
304,9,quiet_kp4,2408,90,0.5332644922375731,119
1175,9,quiet_kp4,2408,9,0.490777666999003,119
1216,9,quiet_kp4,2408,96,0.6058111380145278,119
1335,9,quiet_kp4,2408,48,0.5006622988178323,119
1405,9,quiet_kp4,2408,33,0.5748397664150406,119
256,9,quiet_kp3,2408,36,0.6563265306122449,49
284,9,quiet_kp3,2408,51,0.6963265306122448,49
304,9,quiet_kp3,2408,54,0.6937755102040815,49
1175,9,quiet_kp3,2408,21,0.671938775510204,49
1216,9,quiet_kp3,2408,48,0.7065306122448979,49
1335,9,quiet_kp3,2408,54,0.7130612244897958,49
1405,9,quiet_kp3,2408,30,0.6745918367346938,49
256,9,all,2409,18,0.6603949908878289,212
284,9,all,2409,21,0.6543445597127431,212
304,9,all,2409,48,0.6398771777584942,212
1175,9,all,2409,48,0.6687552661043612,212
1216,9,all,2409,48,0.6729945981891529,212
1335,9,all,2409,57,0.6555611951238864,212
1405,9,all,2409,21,0.6742565740504011,212
256,9,quiet_kp4,2409,36,0.6573105298457411,71
284,9,quiet_kp4,2409,57,0.6745771432246448,72
304,9,quiet_kp4,2409,9,0.6502668981928098,72
1175,9,quiet_kp4,2409,120,0.712760705911391,73
1216,9,quiet_kp4,2409,48,0.6701207243460765,71
1335,9,quiet_kp4,2409,57,0.6524856903980965,72
1405,9,quiet_kp4,2409,36,0.7272300469483568,71
256,9,quiet_kp3,2409,102,0.7808695652173911,24
284,9,quiet_kp3,2409,57,0.8008695652173912,24
304,9,quiet_kp3,2409,45,0.8191699604743082,23
1175,9,quiet_kp3,2409,78,0.7913043478260868,24
