datetime,lat_deg,resid_H1_m,resid_H2_km,resid_H3_km
2024-07-01 21:20:29+00:00,-38.71258544921875,-173.4648793125525,8.14040828900761,1.0034082890078935
2024-07-01 21:30:29+00:00,-75.05553436279298,-130.49702523462474,19.879127999153752,12.742127999154036
2024-07-01 21:40:30+00:00,-64.279296875,-29.845767056569457,17.279353427244132,10.142353427244416
2024-07-01 21:50:30+00:00,-27.14119911193848,54.815242039971054,4.445913754232606,-2.69108624576711
2024-07-01 22:00:30+00:00,10.710626602172852,88.88607300724834,0.7989943876864345,-6.338005612313282
2024-07-01 22:10:30+00:00,48.4329490661621,57.53388029988855,11.936733813065075,4.799733813065359
2024-07-01 22:20:30+00:00,81.99209594726561,-39.48424299899489,20.90965575293194,13.772655752932224
2024-07-01 22:30:30+00:00,54.339458465576165,-169.57383932266384,13.89794882190381,6.760948821904094
2024-07-01 22:40:30+00:00,16.617168426513672,-236.7241779770702,1.492392575244594,-5.644607424755122
2024-07-01 22:50:30+00:00,-21.39268493652344,-215.22018165234476,2.548733088879999,-4.588266911119717
2024-07-01 23:00:30+00:00,-58.89494323730469,-135.62526737805456,15.542938046275594,8.405938046275878
2024-07-01 23:10:31+00:00,-79.50334167480467,-22.10907270014286,20.64431359793616,13.507313597936445
2024-07-01 23:20:31+00:00,-44.297019958496094,83.81684212107211,10.448665974395226,3.311665974396419
2024-07-01 23:30:31+00:00,-6.629875183105469,128.0807501040399,0.3954229030159695,-6.741577096983747
2024-07-01 23:40:31+00:00,31.246564865112305,93.35664130095392,5.779408017876449,-1.3575919821232674
2024-07-01 23:50:31+00:00,68.36024475097656,-24.569515422917902,18.381775200853554,11.244775200854747
